pair,covisibility,fundamental_matrix
91751049_10616196756-05907640_5576489463,0.109,2.37175338e-01 1.19866191e+01 -9.92653579e+03 -9.35665529e+00 -1.56772151e+00 2.07760644e+04 9.33400910e+03 -1.10646264e+04 -1.07895357e+07
91751049_10616196756-79122962_6371534875,0.147,-7.11325664e-02 1.15073913e+01 -9.25168170e+03 -8.96973457e+00 -2.50027143e+00 2.05939971e+04 9.76262000e+03 -1.11360194e+04 -1.10962933e+07
91751049_10616196756-77600296_4997051701,0.199,4.16725391e-02 8.84525762e+00 -9.35290916e+03 -7.51831044e+00 1.76775932e+00 7.46584563e+03 8.13369696e+03 -5.02016665e+03 -4.80902433e+06
91751049_10616196756-40864945_6371463665,0.165,-5.14445306e-01 1.05359999e+01 -7.06989012e+03 -8.48439646e+00 -3.30088259e+00 2.09940205e+04 9.21672208e+03 -1.05957748e+04 -1.17858879e+07
91751049_10616196756-91526402_8673579252,0.108,1.06232988e-01 5.40984512e+00 -5.71831013e+03 -3.59807671e+00 -1.95732524e+00 1.15218642e+04 6.35034216e+03 -8.47150289e+03 -8.35111084e+06
91751049_10616196756-77638341_4064879131,0.169,4.61397742e-01 1.27602735e+01 -1.14644093e+04 -7.59800804e+00 -4.31148467e+00 1.85644264e+04 9.51162707e+03 -1.21752019e+04 -8.70632756e+06
91751049_10616196756-50533266_2205998141,0.119,-3.10781609e-01 -7.62927360e+00 8.46445435e+03 1.66802994e-01 -2.00130955e+00 -1.47187478e+04 2.02301807e+02 1.04641480e+04 3.66729170e+06
91751049_10616196756-54933845_5249908477,0.107,2.46277032e+00 2.74280595e+01 -2.80108818e+04 -1.92207908e+01 -2.36298524e+00 4.01946960e+04 9.56917745e+03 -1.47771488e+04 -6.56576258e+06
91751049_10616196756-83075770_7996971402,0.186,5.72820936e-01 1.16471637e+01 -1.07373540e+04 -7.24514538e+00 -3.53373221e+00 1.72614664e+04 9.12125838e+03 -1.22942748e+04 -7.92680211e+06
91751049_10616196756-27319807_9304439116,0.196,7.72096813e-02 9.65863643e-01 -7.95249998e+02 -3.06900611e-01 8.16712015e-02 2.89466676e+03 9.08813817e+01 -2.15809764e+03 -7.12216780e+05
91751049_10616196756-53822146_6393351439,0.134,7.99678938e-01 1.77048274e+01 -1.55162932e+04 -1.46138884e+01 -1.72616541e+00 3.23770367e+04 8.61261324e+03 -1.70190810e+04 -5.00412037e+06
91751049_10616196756-12201840_2095020348,0.116,9.92642923e-01 2.04541876e+01 -1.88011274e+04 -1.82636875e+01 4.62678256e-02 3.61780500e+04 1.26674074e+04 -1.52878499e+04 -1.25378130e+07
91751049_10616196756-83726689_3474844409,0.104,1.85970276e-01 1.00191176e+01 -9.31133129e+03 -7.04368664e+00 -3.07319990e+00 1.56957799e+04 1.13670413e+04 -1.02931575e+04 -1.16748467e+07
91751049_10616196756-34169301_5802403584,0.166,6.69597915e-01 1.10754956e+01 -1.03120852e+04 -6.72567958e+00 -2.89194699e+00 1.42793960e+04 1.05550836e+04 -1.16216082e+04 -9.09147696e+06
91751049_10616196756-35256775_2917928780,0.172,-1.98933154e-01 -9.12547087e-01 6.72372076e+02 -8.11958680e-01 -1.77823182e-01 -3.24724900e+03 1.14186991e+03 3.14936292e+03 -3.31089657e+05
91751049_10616196756-39664712_6371434217,0.156,-7.89245133e-02 1.07848454e+01 -8.21070644e+03 -8.33327191e+00 -2.92346800e+00 2.03907515e+04 9.12751468e+03 -1.07475148e+04 -1.14921265e+07
91751049_10616196756-40100536_3431142134,0.105,3.99314858e-01 7.38454499e+00 -8.50766422e+03 -6.68108257e+00 -3.34462297e+00 2.39699744e+04 7.73280903e+03 -1.21529782e+04 -1.19636673e+07
91751049_10616196756-40103707_6393354149,0.117,5.53104110e-01 1.84003923e+01 -1.57006830e+04 -1.68577508e+01 6.28779541e-01 3.40666545e+04 1.17980584e+04 -1.51387023e+04 -1.22057314e+07
91751049_10616196756-55681420_9334004985,0.169,8.05704167e-01 1.51516366e+01 -1.40691566e+04 -7.98500021e+00 -1.14218761e+00 1.52316867e+04 1.01978576e+04 -1.22530787e+04 -8.02454381e+06
83124661_8192363459-68127387_81603260,0.159,3.53382712e-02 1.15927201e+00 -7.47926288e+02 -1.24097523e+00 -4.25341438e-02 5.44923381e+02 9.60106500e+02 -3.62734985e+02 -1.71369611e+05
83124661_8192363459-21196047_2425535608,0.127,-2.35695788e-02 -1.20845207e+00 1.04902368e+03 9.43543728e-01 -6.28294849e-01 -1.13660077e+03 -1.54216212e+03 4.32125728e+03 -8.88960043e+05
83124661_8192363459-54163059_5716537618,0.112,-1.17753272e-01 -1.03770505e+00 1.09341160e+03 8.39806071e-01 2.87980682e-01 3.72301472e+01 -2.12814132e+03 -1.56392234e+03 8.24541304e+05
83124661_8192363459-10875736_10366156803,0.179,-7.03731370e-03 1.02123807e+00 -6.38059723e+02 -9.91265982e-01 9.17010000e-02 1.60327101e+02 1.29679733e+03 3.46090052e+02 -5.01636132e+05
83124661_8192363459-54627819_131932061,0.162,-1.11843446e-01 9.90273522e-01 -9.54817949e+02 -1.43556067e+00 -1.59634791e-01 -6.37251639e+01 1.73871072e+03 1.23459674e+03 -9.09180392e+05
83124661_8192363459-50533266_2205998141,0.112,-5.58076648e-01 -6.39876027e+00 6.13912725e+03 4.56626029e+00 -4.32095574e+00 -4.73391811e+03 -3.70228242e+03 8.68854398e+03 -3.24182497e+05
83124661_8192363459-77890665_7213228852,0.125,4.45505231e-02 1.26966731e+00 -8.60030298e+02 -1.38816365e+00 -6.25163116e-02 5.11072924e+02 8.57276923e+02 -2.35495042e+02 -1.33203779e+05
83124661_8192363459-40533611_1359502142,0.196,-4.12015674e-03 1.38645959e+00 -9.36406976e+02 -1.18148722e+00 -4.56459751e-02 5.18309070e+02 1.78551610e+03 -2.97366621e+02 -5.35412664e+05
82110920_5250511156-78155518_7461591828,0.169,3.28580872e-03 -2.04801093e-01 1.93852620e+02 6.70666463e-01 -7.51005947e-02 -3.56288082e+02 -6.76746487e+02 4.87998220e+02 -3.48840033e+04
82110920_5250511156-28333479_2097887375,0.121,7.56528218e-03 -4.11446004e-01 2.44750012e+02 3.24676103e-01 -3.72683652e-02 -2.27397555e+02 -9.24355052e+02 1.01611054e+03 9.31927929e+04
78796792_457569684-54163059_5716537618,0.145,3.73532721e-02 -2.55535961e+00 2.14777284e+03 2.17903529e+00 2.85350572e-01 -2.89738917e+02 -4.44573665e+03 -1.14210458e+03 1.06193562e+06
78782709_457568230-78155518_7461591828,0.192,-1.71245525e-01 -6.92385856e-01 9.40107478e+02 8.29535519e-01 3.15003495e-01 -3.28137093e+02 -7.68486969e+02 2.44955554e+02 -4.42423024e+05
78782709_457568230-28333479_2097887375,0.136,-3.63354908e-02 -8.00061137e-01 6.95639655e+02 5.97541222e-01 1.08065820e-01 -4.78750635e+02 -1.55472888e+03 1.02658712e+03 1.47137353e+05
77637372_464905579-50533266_2205998141,0.118,-9.39023619e-01 -1.09906284e+01 1.93667869e+04 9.48133404e+00 -9.33290083e+00 -8.75429128e+03 -7.46006899e+03 1.46969803e+04 -4.52971635e+06
77522412_4780460527-54163059_5716537618,0.174,-1.17429273e-01 -1.62365606e+00 2.24908325e+03 1.76146878e+00 8.06349764e-02 -5.20784259e+02 -3.99263384e+03 2.54200283e+02 5.82508249e+05
77522412_4780460527-50533266_2205998141,0.115,-9.01121310e-01 -9.83771411e+00 1.31165952e+04 4.09800544e+00 -7.65015438e+00 -5.78778986e+03 -3.02093036e+03 1.37954954e+04 -4.11880644e+06
77522412_4780460527-28333479_2097887375,0.132,-3.79084283e-02 -3.60894179e-01 4.21349202e+02 1.05600177e-01 3.19465300e-01 -1.05029957e+03 -2.98960442e+00 2.41856934e+03 -4.07173572e+05
77411356_5025499049-68127387_81603260,0.187,-6.52014771e-01 6.50200553e+00 -6.34232548e+03 -1.12899956e+01 -3.52371562e+00 1.36916783e+04 1.32568251e+04 -1.20602957e+04 1.15373135e+06
77411356_5025499049-54163059_5716537618,0.157,-1.86187959e-01 -1.61448195e+00 2.14964402e+03 -4.10256734e+00 -2.11857637e+00 1.00126170e+04 9.12827184e+03 -1.37780856e+04 -1.63172925e+06
77411356_5025499049-54627819_131932061,0.122,-1.83795466e+00 9.71507442e+00 -9.68436616e+03 -1.06823410e+01 -3.59358058e+00 1.13674014e+04 1.28372105e+04 -9.66243347e+03 2.08856829e+06
77411356_5025499049-28333479_2097887375,0.15,-2.25292110e-01 3.36433725e+00 -3.60088719e+03 -2.43845194e+00 -3.26071931e+00 6.04189050e+03 1.18501184e+04 -6.70272651e+03 -3.77711375e+06
77056867_7461601108-54163059_5716537618,0.18,8.70722258e-02 -2.55251259e+00 2.20615030e+03 2.25827172e+00 -5.21839901e-02 -2.29511103e+02 -4.42454325e+03 -6.10390606e+02 1.06856279e+06
70340840_5145139104-28333479_2097887375,0.169,-7.74468537e-02 -6.32258201e-01 4.50947042e+02 4.74123149e-01 1.23839393e-01 -6.40618648e+02 -7.12211968e+02 1.27860802e+03 1.33583689e+05
70216940_11604373513-21196047_2425535608,0.146,5.49750545e-02 -5.64632189e-01 5.25973867e+02 2.74134944e-01 -2.42290557e-01 -9.21186010e+02 -6.62661361e+02 2.77467478e+03 -7.87970390e+05
70216940_11604373513-54627819_131932061,0.166,-9.68903517e-01 4.64673383e+00 -4.46698659e+03 -4.74235818e+00 -1.28037468e-01 3.88497796e+03 5.83062630e+03 -2.81067602e+03 -1.43502870e+06
70216940_11604373513-54067497_536054505,0.195,-3.27837183e-01 1.35270929e+00 -1.49024093e+03 -1.88255238e+00 -1.58745558e-01 2.92021517e+02 2.48374369e+03 1.35830318e+03 -1.66792469e+06
70216940_11604373513-28333479_2097887375,0.151,-1.26459520e-01 1.45707448e+00 -1.54461468e+03 -7.52390408e-01 -4.25335363e-01 1.41218931e+03 3.95780514e+03 -2.49456675e+03 -1.91211679e+06
69868392_3604404326-50533266_2205998141,0.116,-1.67460395e+00 -1.13051248e+01 1.64665058e+04 8.13018622e+00 -8.39238855e+00 -7.76664510e+03 -5.88187505e+03 1.39153647e+04 -3.32806973e+06
69868392_3604404326-28333479_2097887375,0.185,-1.02832583e-01 -7.54123542e-01 7.20257200e+02 5.93608250e-01 6.10745712e-02 -8.06482672e+02 -1.03218018e+03 1.68967999e+03 1.36316360e+02
69759293_4547275305-50533266_2205998141,0.122,-1.13860001e+00 -1.07941068e+01 1.82901849e+04 9.91959515e+00 -7.69184901e+00 -8.36571651e+03 -8.32020123e+03 1.30317215e+04 -2.74868550e+06
69759293_4547275305-28333479_2097887375,0.198,-2.43435397e-02 -3.35668976e-01 6.04377844e+02 2.07643395e-01 -5.76139312e-02 7.93030983e+01 -1.13211016e+03 1.38578461e+01 1.05743680e+05
69305986_4941166067-21196047_2425535608,0.191,7.84097872e-02 -5.64718542e-01 4.34125158e+02 7.40911302e-01 -1.99199693e-01 -2.36682193e+02 -1.47320200e+03 1.17075321e+03 -1.83700904e+05
69305986_4941166067-28333479_2097887375,0.139,-7.59280883e-03 9.09425417e-02 -5.35608965e+01 -7.93067297e-02 -8.65725226e-02 1.98886698e+02 3.31940205e+02 -8.44518465e+02 5.05603410e+04
68127387_81603260-63704193_116921313,0.193,-1.95347316e-02 -6.92908711e-01 3.82504843e+02 6.23704620e-01 -2.13911395e-02 -9.77239684e+02 -3.16243134e+02 5.24749842e+02 2.34763025e+05
64693381_4135965169-54627819_131932061,0.196,-1.00539734e+00 5.97139022e+00 -8.51322507e+03 -7.14564716e+00 -8.24318250e-02 6.13364545e+02 8.38641180e+03 5.00457290e+02 -1.30013596e+06
64602886_907577570-50533266_2205998141,0.122,-1.04944558e+00 -1.09700436e+01 2.03907649e+04 9.52351860e+00 -1.09749691e+01 -1.20351676e+04 -7.37101522e+03 1.61552387e+04 -2.67656672e+06
64223960_5316591967-50533266_2205998141,0.115,1.06185507e+00 -1.30708459e+01 2.04720636e+04 6.43561342e+00 -9.89194701e+00 -1.28070485e+04 -6.55229648e+03 1.83443754e+04 -3.29555107e+06
64212638_4064879957-50533266_2205998141,0.116,-8.86802048e-01 -9.99802687e+00 1.40172088e+04 7.84453700e+00 -7.59673157e+00 -5.96182515e+03 -6.16297264e+03 1.23164553e+04 -3.11818389e+06
64212638_4064879957-28333479_2097887375,0.176,-5.39107087e-02 -6.99899013e-01 6.82061460e+02 5.41259573e-01 3.44987988e-02 -5.85155392e+02 -1.17838948e+03 1.36095517e+03 -1.22368258e+04
64099927_10616457153-21196047_2425535608,0.124,-5.62706524e-03 -1.49209600e-01 1.48309215e+02 8.68134526e-02 -4.56419623e-02 -4.96245441e+02 -7.86597821e+01 1.61084966e+03 -7.48293806e+05
64099927_10616457153-54163059_5716537618,0.195,-1.90895109e-01 -9.58559479e-01 1.23506916e+03 -1.36455683e+00 -5.05887991e-01 4.16294368e+03 1.84669665e+03 -7.82826082e+03 6.24754369e+05
64099927_10616457153-54627819_131932061,0.197,-2.39935008e-01 6.10101929e+00 -6.28787183e+03 -6.01326743e+00 -4.39593133e-01 3.45126628e+03 6.59657599e+03 -4.41493768e+03 1.35685499e+06
64099927_10616457153-28333479_2097887375,0.133,1.52805604e-01 2.03784969e+00 -2.20962087e+03 -1.27608850e+00 -8.52296180e-01 1.87923196e+03 5.29718279e+03 -3.45614105e+03 -6.30463020e+05
63704193_116921313-27034168_3934048864,0.156,-3.38915810e-03 -3.77375198e-01 1.67248313e+02 3.77427228e-01 1.29081078e-01 -3.90418876e+02 -1.75874651e+02 6.87212753e+02 -1.43349870e+05
63704193_116921313-25930528_6781762,0.196,-4.45676273e-03 1.75259399e-01 -8.37927422e+01 -1.70904848e-01 -6.16408628e-02 1.32668906e+02 1.50206627e+02 -1.83667943e+02 7.32153027e+02
63704193_116921313-12447860_7511693888,0.184,5.21262010e-02 -6.44169267e-01 3.86495663e+02 3.06614527e-01 -2.34481160e-01 4.33420901e+02 -3.39919996e+02 -7.02481595e+02 1.76910721e+04
63704193_116921313-10875736_10366156803,0.15,-3.10953065e-03 1.40916723e-01 -7.30486626e+01 -1.47631420e-01 6.29097647e-02 -6.38249391e+01 1.36309877e+02 1.54754387e+02 -5.03994728e+04
63704193_116921313-54067497_536054505,0.145,-1.75965381e-02 -1.04360044e+00 6.61923190e+02 6.48311482e-01 -8.14155595e-02 -8.87374411e+02 -4.09255108e+02 2.59834577e+03 -9.93214691e+05
63704193_116921313-40533611_1359502142,0.17,-1.04069149e-02 3.42743567e-01 -2.33012087e+02 -2.63349104e-01 -5.79066424e-02 1.49409242e+02 4.35576987e+02 -1.69171829e+02 -6.36583914e+04
21196047_2425535608-12201840_2095020348,0.127,3.25947847e-01 3.49037424e+01 -5.22026374e+04 -5.06148553e+01 -1.13267216e+01 1.05751416e+05 3.69702100e+04 -2.64732355e+04 -2.58462137e+07
63027789_7461595968-50533266_2205998141,0.108,-2.39757607e-02 -1.08104818e+01 1.21207453e+04 4.23649185e+00 -6.24897620e+00 -7.20225871e+03 -3.56522745e+03 1.20256053e+04 -1.47567800e+06
63027789_7461595968-28333479_2097887375,0.153,-8.50258499e-02 -5.49015436e-01 3.84419560e+02 3.30441409e-01 1.13638972e-01 -6.50554651e+02 -3.34470225e+02 1.26292746e+03 8.31401616e+04
56854840_6393356391-21196047_2425535608,0.162,-1.67065694e-02 -1.69908356e+00 1.05577630e+03 1.32882135e+00 6.54020524e-02 -1.05428264e+03 -1.96230943e+03 2.78300843e+03 -2.10820030e+05
56854840_6393356391-54163059_5716537618,0.149,-2.04008400e-02 -1.86553869e+00 1.22474560e+03 1.19193567e+00 -6.69537459e-02 1.69881257e+02 -2.40652902e+03 -4.26052890e+02 2.61115886e+04
56854840_6393356391-10875736_10366156803,0.198,-1.30722126e-04 -7.09124553e-03 2.06769636e+01 -1.63364309e-02 9.80193991e-02 -1.18041598e+02 -4.21468877e+01 1.27835723e+02 3.87648327e+04
56240925_168522816-50533266_2205998141,0.122,-7.84920400e+00 -9.45718350e+00 2.20561898e+04 3.50398729e-01 -1.32599395e+01 -6.21731682e+03 4.63573469e+03 1.69818267e+04 -8.66783285e+06
42578175_457568876-28333479_2097887375,0.155,-2.44052680e-02 -6.52107141e-01 5.89296153e+02 4.77053479e-01 7.61486935e-02 -5.75184121e+02 -1.06847724e+03 1.24918402e+03 6.20145581e+04
92031733_3992238201-82110920_5250511156,0.135,7.40316913e-01 3.00819829e+01 -7.33854845e+04 -2.61126583e+01 -1.47121710e+01 6.37862773e+04 2.07721327e+04 -1.26477780e+04 8.01475161e+06
92031733_3992238201-78782709_457568230,0.169,-1.80610744e+00 1.64636195e+01 -3.85382793e+04 -1.79888481e+01 -2.66958467e+00 2.27584153e+04 2.00514851e+04 -8.90096113e+03 3.60967889e+06
92031733_3992238201-77522412_4780460527,0.128,-1.25727927e+00 9.22248888e+00 -2.27945295e+04 -1.46422296e+01 -5.65120128e+00 4.78096715e+04 1.98320023e+04 -1.28660406e+04 -7.89442258e+06
92031733_3992238201-77151900_277624143,0.186,6.65307583e-02 -7.74123603e-01 1.25987231e+03 7.25783551e-01 -1.55008256e-01 -7.02920120e+03 -9.69746171e+02 3.43452248e+03 1.30461110e+06
92031733_3992238201-77056867_7461601108,0.133,-8.59544633e-01 1.01220592e+01 -2.24896743e+04 -1.75716476e+01 -2.16235050e+00 2.73578903e+04 1.54994045e+04 -1.30409724e+04 1.06937532e+07
92031733_3992238201-70340840_5145139104,0.198,-1.55220893e+00 1.28116954e+01 -2.79882697e+04 -1.62339946e+01 -3.71351828e+00 2.78891059e+04 1.77423497e+04 -1.04198824e+04 3.22834354e+06
92031733_3992238201-70216940_11604373513,0.133,2.58727697e-03 -2.42364607e-01 4.75869137e+02 6.79814084e-01 -3.79202101e-02 -5.21217379e+03 -6.00423293e+02 1.97265819e+03 6.34958976e+05
92031733_3992238201-69868392_3604404326,0.189,-2.00815604e+00 1.24134220e+01 -2.68671420e+04 -1.37272953e+01 -4.81386330e+00 2.75288600e+04 1.90362564e+04 -9.55317941e+03 4.60913305e+04
92031733_3992238201-69759293_4547275305,0.174,-9.74168511e-01 9.43901168e+00 -2.66370014e+04 -9.01657415e+00 -2.49767277e+00 1.22773897e+04 1.59150133e+04 -4.53246830e+03 4.08144705e+06
92031733_3992238201-69305986_4941166067,0.116,3.86996045e-01 1.62300619e+01 -4.83534810e+04 -1.27756957e+01 3.23668481e-01 -9.66375094e+03 1.09172385e+04 -5.21170243e+02 8.99063306e+06
92031733_3992238201-68153082_7213226096,0.154,-1.26091537e+00 1.52635078e+01 -3.52128567e+04 -1.81498905e+01 -2.44369030e+00 2.13436938e+04 1.84349583e+04 -9.63256496e+03 7.12600856e+06
92031733_3992238201-68127387_81603260,0.135,-5.86141171e-01 1.02046568e+01 -2.36689015e+04 -1.34279198e+01 -1.52533028e+00 1.83343696e+04 1.47688939e+04 -1.08958286e+04 9.78854063e+06
92031733_3992238201-64693381_4135965169,0.173,1.20669809e-01 -2.82940058e+00 6.73304815e+03 1.20697341e+00 6.29971264e-01 1.82608109e+04 -1.28218363e+03 -7.41963100e+03 -7.94557476e+06
92031733_3992238201-64212638_4064879957,0.183,-1.27382582e+00 1.39324954e+01 -3.20308639e+04 -1.46004284e+01 -4.91348959e+00 2.71619858e+04 1.96132553e+04 -8.74358529e+03 2.67359039e+05
92031733_3992238201-64099927_10616457153,0.121,4.70675948e-01 -4.07388940e+00 8.48570492e+03 4.34663721e+00 -6.32694204e-01 -1.44874808e+04 -4.53392926e+03 6.14147685e+03 1.35176807e+06
92031733_3992238201-63135281_5801848783,0.153,7.55408019e+00 1.17295010e+01 -4.05670383e+04 -1.59925321e+01 6.17547758e+00 8.97352784e+03 1.19890801e+04 -1.63784335e+04 2.24141429e+07
92031733_3992238201-63027789_7461595968,0.194,-2.97391912e-01 1.03335950e+01 -2.36223772e+04 -1.58658696e+01 -4.26867211e+00 2.99118400e+04 1.70150771e+04 -1.14919993e+04 5.23987871e+06
92031733_3992238201-20743436_4630134694,0.147,5.13907932e-01 2.15111601e+00 -7.60507707e+03 -1.19612434e+01 -3.31553993e+00 4.03982848e+04 1.28968511e+04 -1.26732262e+04 3.91927372e+06
92031733_3992238201-19816447_8133775295,0.123,-4.54302688e-01 8.57970563e+00 -2.32291009e+04 -1.71172533e+01 -4.61616443e+00 5.56032280e+04 1.81289650e+04 -1.72349252e+04 3.91824806e+06
92031733_3992238201-42578175_457568876,0.165,-5.06786709e-01 1.40381180e+01 -3.32461607e+04 -1.56123198e+01 -4.20924467e+00 2.71535619e+04 1.93631714e+04 -9.75767988e+03 2.38478174e+06
92031733_3992238201-92014338_3615980119,0.145,1.43835996e-01 -8.13023673e+00 2.16382874e+04 5.95810070e+00 -3.68737193e+00 -3.51401900e+04 -7.26390245e+03 2.00674072e+04 -7.03883371e+05
92031733_3992238201-06788497_3085353292,0.128,-6.03259338e-01 1.05370029e+01 -3.02056326e+04 -9.87008122e+00 -1.06010232e+00 1.91523013e+03 1.45740455e+04 -1.84764223e+03 6.93360772e+06
92031733_3992238201-05907640_5576489463,0.173,-1.67807712e+00 1.42184209e+01 -3.07675032e+04 -1.64336132e+01 -3.67475369e+00 2.81410507e+04 1.84837091e+04 -1.00960222e+04 1.14926423e+06
92031733_3992238201-79122962_6371534875,0.16,-2.00369642e+00 1.36171424e+01 -2.98942212e+04 -1.55944898e+01 -4.67410184e+00 2.92119568e+04 1.91843977e+04 -1.00478983e+04 1.45084602e+06
92031733_3992238201-77600296_4997051701,0.131,-5.02197679e-01 8.34104466e+00 -2.44485799e+04 -9.56348210e+00 -1.03195993e+00 -5.08545621e+03 1.09491393e+04 7.17595424e+02 7.15846078e+06
92031733_3992238201-40864945_6371463665,0.167,-2.81609198e+00 1.23576697e+01 -2.47462125e+04 -1.47588464e+01 -5.33912566e+00 3.16289320e+04 1.84304054e+04 -9.84201899e+03 -1.50662260e+06
92031733_3992238201-77638341_4064879131,0.151,-1.23262876e+00 1.53286867e+01 -3.50667942e+04 -1.27213768e+01 -6.25261333e+00 2.79727817e+04 1.86890762e+04 -1.13147424e+04 7.50706893e+06
92031733_3992238201-50095073_6418366613,0.144,-2.53932628e+00 1.28301435e+01 -3.81836461e+04 -1.27381769e+01 -4.83033909e+00 1.32690969e+04 1.96296100e+04 -1.71130942e+03 6.65161625e+06
92031733_3992238201-82938671_7461612508,0.141,-1.53648338e+00 1.53103397e+01 -3.35120369e+04 -1.56659343e+01 -2.13964244e+00 2.48670060e+04 1.79205550e+04 -1.01540556e+04 7.44565323e+05
92031733_3992238201-54933845_5249908477,0.125,1.51081324e-01 3.38115090e+01 -8.15910270e+04 -3.44693469e+01 -6.76209403e+00 5.33532955e+04 1.96773031e+04 -1.45452641e+04 1.38686593e+07
92031733_3992238201-63623059_8849912061,0.14,1.26894912e-01 -2.52801728e+00 6.66623200e+03 2.89908114e+00 -3.50496566e-01 -8.20644857e+03 -3.31774790e+03 3.88999388e+03 -3.63329436e+05
92031733_3992238201-83075770_7996971402,0.169,-8.67410368e-01 1.40042038e+01 -3.22343176e+04 -1.22072234e+01 -5.32839875e+00 2.53167830e+04 1.80063046e+04 -1.15028082e+04 8.47272705e+06
92031733_3992238201-27319807_9304439116,0.133,1.17877197e-01 -1.99607781e+00 4.91123898e+03 2.32860625e+00 2.03017912e-01 -7.64551884e+02 -2.32366861e+03 6.71961222e+02 -1.39469597e+06
92031733_3992238201-82762931_5145144842,0.156,-1.65182609e+00 1.42933863e+01 -3.26851267e+04 -1.69030710e+01 -6.65760941e+00 3.53012075e+04 1.95402015e+04 -1.41439587e+04 1.20014700e+07
92031733_3992238201-35256775_2917928780,0.142,1.23303918e-01 -5.12813198e+00 1.07458932e+04 4.56022771e+00 -2.51565060e+00 -1.62558765e+04 -3.75541896e+03 9.44672745e+03 -2.91566524e+06
92031733_3992238201-39664712_6371434217,0.165,-2.07009747e+00 1.27100170e+01 -2.65384524e+04 -1.45640932e+01 -4.83081159e+00 3.02498546e+04 1.83051944e+04 -1.00546349e+04 -8.98564962e+05
92031733_3992238201-40100536_3431142134,0.154,3.65760037e-01 7.89597795e+00 -2.35690379e+04 -1.37124297e+01 -3.68592046e+00 4.33712462e+04 1.77649452e+04 -1.33681449e+04 -4.04097559e+06
